Organizati,Organiza_1,Monitoring,Monitori_1,Monitori_2,Monitori_3,HUCEightDi,DrainageAr,Drainage_1,Contributi,Contribu_1,LatitudeMe,LongitudeM,SourceMapS,Horizontal,Horizont_1,Horizont_2,Horizont_3,VerticalMe,Vertical_1,VerticalAc,Vertical_2,VerticalCo,Vertical_3,CountryCod,StateCode,CountyCode,AquiferNam,FormationT,AquiferTyp,Constructi,WellDepthM,WellDept_1,WellHoleDe,WellHole_1,ProviderNa,End_Sp_Res,End_Sp_R_1,End_Sp_R_2,End_Sp_R_3,End_Sp_R_4,End_Sp_R_5,End_Sp_R_6,End_Sp_R_7,End_Sp_R_8,End_Sp_R_9,End_Sp_R10,End_Sp_R11,End_Sp_R12,End_Sp_R13,End_Sp_R14,End_Sp_R15,End_Sp_R16,End_Sp_R17,End_Sp_R18,End_Sp_R19,End_Sp_R20,End_Sp_R21,End_Sp_R22,End_Sp_R23,End_Sp_R24,End_Sp_R25,End_Sp_R26,End_Sp_R27,End_Sp_R28,End_Sp_R29,End_Sp_R30,End_Sp_R31,End_Sp_R32,End_Sp_R33,End_Sp_R34,End_Sp_R35,End_Sp_R36,End_Sp_R37,End_Sp_R38,End_Sp_R39,End_Sp_R40,End_Sp_R41,End_Sp_R42,End_Sp_R43,End_Sp_R44,End_Sp_R45,End_Sp_R46,End_Sp_R47,End_Sp_R48,End_Sp_R49,End_Sp_R50,End_Sp_R51,End_Sp_R52,End_Sp_R53,End_Sp_R54,End_Sp_R55,End_Sp_R56,End_Sp_R57,End_Sp_R58,End_Sp_R59,End_Sp_R60,End_Sp_R61,group_coal,group_co_1,HUC12RNG,STATES,Shape_Leng,Shape_Area
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-TRACE002.0HU,TRACE CREEK EMBAYMENT OF KY LAKE,River/Stream,UPPER END OF EMBAYMENT,6010208,,,,,36.05618,-84.93569,,,,Unknown,OTHER,0,ft,,,,Unknown,US,47,35,,,,,,,,,STORET,TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-N00004738002-072009-0,Sample,Water,,7/6/2009,0:00:00,,,,,,,,,,,,21TNWQ,,,,,,R,R,R,WSWB,,Mercury,Total,0.029,ug/l,,,,Actual,,,,,,U,,,,,,,245.1,USEPA,,,,,,,,,,STORET,1,7/6/2009,60102080304,TN,55251.66296,99376232.72
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-TRAIL1T0.4CU,TRAIL BRANCH UNNAMED TRIBUTARY,River/Stream,St George Rd 20 yds d/s Sherwood Lake,6010208,,,,,35.987,-84.884,,,,Unknown,OTHER,0,ft,,,,Unknown,US,47,35,,,,,,,,,STORET,TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-N0407059-05-072004-0,Sample,Water,,7/26/2004,0:00:00,,,,,,,,,,,,21TNISP,,,,,,R,R,R,WSWB,,pH,,6.65,None,,,,Actual,,,,,,,,,,,,,1PH,TDECWPC,,,,,,,,,,STORET,3,"2/10/2004, 7/26/2004, 5/13/2004",60102080204,TN,41934.68195,70617051.54
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-VALLE001.0CL,VALLEY CREEK,River/Stream,,5130101,,,,,36.5761,-83.9042,,,,GPS-Unspecified,OTHER,0,ft,,,,Unknown,US,47,25,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8/29/2000,51301010601,"KY,TN",59792.89502,128662836.2
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-WFOBE008.0OV,WEST FORK OBEY,River/Stream,HIGHWAY 52,5130105,,,,,36.3961117,-85.1747217,,,,GPS-Unspecified,OTHER,0,ft,,,,Unknown,US,47,133,,,,,,,,,STORET,TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-N0403054-04-032004-0,Sample,Water,,3/17/2004,0:00:00,,,,,,,,,,,,21TNWSM,,,,,,R,R,R,WSWB,,Cadmium,Total,1,ug/l,,,,Actual,,,,,,U,,,,,,,200.7(W),USEPA,,,,,,,,,,STORET,19,"3/17/2004, 6/23/2004, 8/17/2004, 1/13/2004, 4/19/2004, 2/17/2004, 5/18/2004, 12/10/2003, 1/23/2001, 2/21/2001, 5/17/2001, 3/21/2001, 6/20/2001, 9/20/2000, 8/15/2000, 11/15/2000, 10/17/2000, 12/12/2000, 7/11/2000",51301050202,TN,65511.86062,137242686.8
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-WFOBE009.5OV,WEST FK OBEY RV,River/Stream,AT SHILOH RD BR,5130105,,,,,36.3009,-85.1944,,,,Unknown,OTHER,0,ft,,,,Unknown,US,47,133,,,,,,,,,STORET,TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-N0403054-03-032004-0,Sample,Water,,3/17/2004,0:00:00,,,,,,,,,,,,21TNWSM,,,,,,R,R,R,WSWB,,Cadmium,Total,1,ug/l,,,,Actual,,,,,,U,,,,,,,200.7(W),USEPA,,,,,,,,,,STORET,8,"6/23/2004, 8/17/2004, 4/19/2004, 5/18/2004, 3/17/2004, 2/17/2004, 1/13/2004, 12/10/2003",51301050202,TN,65511.86062,137242686.8
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-WHITE007.3RO,WHITES CREEK,River/Stream,AT END OF BLACK CREEK ROAD,6010201,,,,,35.8036,-84.7678,,,,GPS-Unspecified,OTHER,0,ft,,,,Unknown,US,47,145,,,,,,,,,STORET,TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-K07071009007-072007-0,Sample,Water,,7/24/2007,0:00:00,,,,,,,,,,,,21TNTMDL,,,,,,R,R,R,WSWB,,Mercury,Total,0.2,ug/l,,,,Actual,,,,,,<,,,,,,,245.1,USEPA,,,,,,,,,,STORET,16,"1/28/2008, 5/14/2008, 3/18/2008, 4/30/2008, 7/24/2007, 6/20/2007, 5/15/2007, 8/7/2007, 11/28/2007, 5/29/2007, 7/10/2007, 7/1/2003, 3/26/2003, 4/15/2003, 5/21/2003, 6/25/2003",60102010403,TN,70526.91238,95134811.32
TDECWPC,Tennessee Department of Environment and Conservation,TDECWPC-WOAK000.7CA,WHITE OAK CREEK,River/Stream,BRIDGE AT MILE 0.7 (APP),5130101,,,,,36.526,-84.0498,,,,GPS-Unspecified,OTHER,0,ft,,,,Unknown,US,47,13,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3/2/2000,51301010503,TN,56156.2394,130444097.2
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000073,BAIRD CREEK,River/Stream,,5130101,,,,,36.56563,-84.256,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00003974001R,Sample-Routine,Water,,7/26/2010,10:52:00,EDT,,,,,,,,,,,TNPR0028,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,Not Detected,Total suspended solids,Total,,mg/l,U,Final,,Actual,,,,,,,,,,,,,2540-D,APHA,Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,,7/28/2010,,Lower Quantitation Limit,10,mg/l,,STORET,1,7/26/2010,51301010701,"KY,TN",72661.98247,193687908.7
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000074,BAIRD CREEK,River/Stream,,5130101,,,,,36.53301,-84.26114,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00003974004M,Sample-Routine,Water,,7/26/2010,12:52:00,EDT,,,,,,,,,,,TNPR0028,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,Not Detected,Lead,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,8/2/2010,,Lower Quantitation Limit,1,ug/l,,STORET,1,7/26/2010,51301010701,"KY,TN",72661.98247,193687908.7
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000075,BAIRD CREEK UT,River/Stream,,5130101,,,,,36.55716,-84.26314,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00003974002F,Field Msr/Obs,Water,,7/26/2010,11:30:00,EDT,,,,,,,,,,,TNPR0028,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,pH,,6,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,1,7/26/2010,51301010701,"KY,TN",72661.98247,193687908.7
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000076,BAIRD CREEK UT,River/Stream,,5130101,,,,,36.54327,-84.26655,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00003974003M,Sample-Routine,Water,,7/26/2010,12:20:00,EDT,,,,,,,,,,,TNPR0028,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,Not Detected,Mercury,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,245.1,USEPA,Mercury in Water by CVAA,https://www.nemi.gov/methods/method_summary/4821/,,8/5/2010,,Lower Quantitation Limit,0.2,ug/l,,STORET,1,7/26/2010,51301010701,"KY,TN",72661.98247,193687908.7
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000081,BAKER BRANCH,River/Stream,,6010208,,,,,35.9236,-84.8711,,,,GPS-Unspecified,NAD83,,,,,,,US,47,35,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00005533001F,Field Msr/Obs,Water,,1/19/2012,11:40:00,CST,,,,,,,,,,,TNPR0004,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,pH,,7.03,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,1,1/19/2012,60102080204,TN,41934.68195,70617051.54
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000175,BIG BULL CREEK UT TO UT TO UT,River/Stream,,5130104,,,,,36.30236,-84.46117,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00004080003R,Sample-Routine,Water,,8/23/2010,13:05:00,EDT,,,,,,,,,,,TNPR0056,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,Not Detected,Total suspended solids,Total,,mg/l,U,Final,,Actual,,,,,,,,,,,,,2540-D,APHA,Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,,8/25/2010,,Lower Quantitation Limit,10,mg/l,,STORET,1,8/23/2010,51301040305,TN,65394.07842,152499454.2
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000176,BIG BULL UT to UT,River/Stream,,5130104,,,,,36.30105,-84.46112,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00004080002F,Field Msr/Obs,Water,,8/23/2010,11:45:00,EDT,,,,,,,,,,,TNPR0056,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,pH,,6.2,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,1,8/23/2010,51301040305,TN,65394.07842,152499454.2
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000177,BIG BULL UT TO UT,River/Stream,,5130104,,,,,36.29741,-84.45961,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00004080001F,Field Msr/Obs,Water,,8/23/2010,11:30:00,EDT,,,,,,,,,,,TNPR0056,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,pH,,4.23,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,1,8/23/2010,51301040305,TN,65394.07842,152499454.2
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000189,BLACK DROWNING CREEK,River/Stream,,6010208,,,,,35.9964,-85.0572,,,,GPS-Unspecified,NAD83,,,,,,,US,47,35,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N00008679001R,Sample-Routine,Water,,2/28/2012,9:24:00,CST,,,,,,,,,,,TNPR0051,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,Not Detected,Total suspended solids,Total,,mg/l,U,Final,,Actual,,,,,,,,,,,,,2540-D,APHA,Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,,3/2/2012,,Lower Quantitation Limit,10,mg/l,,STORET,4,"8/24/2011, 11/1/2011, 6/6/2012, 2/28/2012",60102080302,TN,44401.78462,70111634.86
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000194,BIG EAGLE CREEK,River/Stream,,5130105,,,,,36.47778,-85.240556,,,,GPS-Unspecified,NAD83,,,,,,,US,47,133,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N00005231002F,Field Msr/Obs,Water,,10/22/2009,9:45:00,CDT,,,,,,,,,,,TNPR0001,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,pH,,7.89,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,5,"10/28/2009, 10/27/2009, 10/21/2009, 10/20/2009, 10/22/2009",51301050302,TN,63172.0392,123451055
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000195,BIG EAGLE CREEK,River/Stream,,5130105,,,,,36.4614,-85.25816,,,,GPS-Unspecified,NAD83,,,,,,,US,47,133,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N00006690001M,Sample-Routine,Water,,9/9/2010,9:45:00,CDT,,,,,,,,,,,TNPR0033,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,Not Detected,Zinc,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,9/14/2010,,Lower Quantitation Limit,5,ug/l,,STORET,1,9/9/2010,51301050302,TN,63172.0392,123451055
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000227,BEAR CREEK,River/Stream,,6010207,,,,,35.9434114,-84.3493407,,,,GPS-Unspecified,NAD83,,,,,,,US,47,145,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00005186006F,Field Msr/Obs,Water,,9/6/2011,11:25:00,EDT,,,,,,,,,,,TNPR0010,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,pH,,7.47,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,1,9/6/2011,60102070302,TN,43363.64968,76831488.96
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000231,BEAR CREEK,River/Stream,,6010207,,,,,35.9603597,-84.2971316,,,,GPS-Unspecified,NAD83,,,,,,,US,47,1,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00003551005F,Field Msr/Obs,Water,,3/30/2010,0:00:00,,,,,,,,,,,,TNPR0007,,,,,,USEPA,USEPA,USEPA,Unknown,,pH,,8.1,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,5,"6/29/2011, 10/28/2009, 5/27/2009, 3/30/2010, 5/21/2014",60102070302,TN,43363.64968,76831488.96
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000234,BEAR CREEK,River/Stream,,6010207,,,,,35.9747,-84.2762,,,,GPS-Unspecified,NAD83,,,,,,,US,47,1,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00003551004F,Field Msr/Obs,Water,,3/30/2010,0:00:00,,,,,,,,,,,,TNPR0007,,,,,,USEPA,USEPA,USEPA,Unknown,,pH,,7.6,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,6,"6/29/2011, 10/28/2009, 5/27/2009, 5/24/2012, 3/30/2010, 5/21/2014",60102070302,TN,43363.64968,76831488.96
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000309,BEECH FORK,River/Stream,,5130104,,,,,36.23819,-84.33047,,,,GPS-Unspecified,NAD83,,,,,,,US,47,13,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00008175005R,Sample-Routine,Water,,11/12/2014,10:20:00,EST,,,,,,,,,,,TNPR0051,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,Total suspended solids,Total,10,mg/l,KK,Final,,Actual,,,,,,,,,,,,,2540-D,APHA,Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,,,,Lower Quantitation Limit,10,mg/l,,STORET,17,"5/17/2011, 11/1/2011, 8/9/2011, 3/15/2011, 5/21/2013, 6/13/2012, 11/14/2012, 3/21/2012, 9/28/2010, 9/17/2014, 11/12/2014, 6/18/2014, 5/6/2014, 3/10/2015, 11/18/2015, 5/19/2015, 8/18/2015",51301040303,TN,52953.8106,120434565.2
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000360,BENNETTS FORK,River/Stream,,5130101,,,,,36.5821,-83.7837,,,,GPS-Unspecified,NAD83,,,,,,,US,47,25,,,,,,,,,STORET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3/17/2015,51301010201,"KY,TN,VA",64757.51292,145671110.2
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000411,BIG BRANCH,River/Stream,,5130105,,,,,36.47722,-85.241667,,,,GPS-Unspecified,NAD83,,,,,,,US,47,133,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N00005208001F,Field Msr/Obs,Water,,10/20/2009,9:55:00,CDT,,,,,,,,,,,TNPR0001,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,pH,,7.82,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,5,"10/28/2009, 10/21/2009, 10/22/2009, 10/27/2009, 10/20/2009",51301050302,TN,63172.0392,123451055
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000427,BIG CREEK,River/Stream,,6010205,,,,,36.36291,-84.10708,,,,GPS-Unspecified,NAD83,,,,,,,US,47,13,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00007842001F,Field Msr/Obs,Water,,6/16/2014,9:03:00,EST,,,,,,,,,,,TNPR0051,,,,,,USEPA,USEPA,USEPA,Unknown,,pH,,8.6,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,5,"6/19/2014, 6/9/2014, 6/16/2014, 6/12/2014, 6/23/2014",60102051104,TN,92750.64046,181021281.1
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000428,BIG CREEK,River/Stream,,6010205,,,,,36.3704,-84.1097,,,,GPS-Unspecified,NAD83,,,,,,,US,47,13,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00007869002F,Field Msr/Obs,Water,,6/23/2014,9:52:00,EST,,,,,,,,,,,TNPR0051,,,,,,USEPA,USEPA,USEPA,Unknown,,pH,,7.9,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,5,"6/23/2014, 6/19/2014, 6/12/2014, 6/16/2014, 6/9/2014",60102051104,TN,92750.64046,181021281.1
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000501,BIG LAUREL CREEK,River/Stream,,5130105,,,,,36.26734,-85.09908,,,,GPS-Unspecified,NAD83,,,,,,,US,47,49,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-N00005896001,Sample-Routine,Water,,4/19/2010,11:05:00,CDT,,,,,,,,,,,TNPR0001,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,Total suspended solids,,1,mg/l,U,Final,,Actual,,,,,,,,,,,,,2540-D,APHA,Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,,4/20/2010,,Lower Quantitation Limit,10,mg/l,,STORET,20,"11/23/2009, 12/14/2009, 9/21/2009, 10/14/2009, 1/19/2010, 4/19/2010, 8/27/2014, 11/18/2014, 3/23/2010, 2/24/2010, 6/9/2010, 5/18/2010, 2/11/2015, 8/26/2015, 9/2/2015, 10/6/2015, 7/21/2015, 6/10/2015, 11/3/2015, 12/8/2015",51301050105,TN,70990.23634,129456611.9
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000642,BRUCE CREEK,River/Stream,,6010205,,,,,36.32557,-84.22424,,,,GPS-Unspecified,NAD83,,,,,,,US,47,13,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00007809001M,Sample-Routine,Water,,6/4/2014,9:35:00,EST,,,,,,,,,,,TNPR0051,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,Not Detected,Cadmium,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Quantitation Limit,1,ug/l,,STORET,1,6/4/2014,60102051105,TN,96805.19147,150991502.4
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000688,BIG SOUTH FORK RIVER (OF CUMBERLAND),River/Stream,,5130104,,,,,36.4776,-84.6682,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00003400001,Sample-Routine,Water,,2/17/2010,10:28:00,EST,,,,,,,,,,,TNPR0051,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,Zinc,Total,2,ug/l,J,Final,,Actual,,,,,,,,,,,,,3111-B,APHA,Metals in Water by FLAA- Direct Air-Acetylene Flame,https://www.nemi.gov/methods/method_summary/5703/,,2/25/2010,,Lower Quantitation Limit,1.4,ug/l,,STORET,23,"11/9/2009, 10/6/2009, 9/8/2009, 12/15/2009, 12/7/2012, 6/29/2010, 5/25/2010, 4/20/2010, 1/12/2010, 6/24/2010, 3/23/2010, 11/12/2014, 8/7/2014, 7/22/2014, 2/17/2010, 9/10/2014, 6/29/2015, 3/30/2015, 5/27/2015, 1/6/2015, 7/13/2015, 4/29/2015, 3/2/2015",51301040503,TN,57989.44169,83622447.01
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000751,BUFFALO CREEK,River/Stream,,5130101,,,,,36.55773,-83.96454,,,,GPS-Unspecified,NAD83,,,,,,,US,47,25,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00007678004R,Sample-Routine,Water,,4/10/2014,10:40:00,EST,,,,,,,,,,,TNPR0051,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,Not Detected,Total suspended solids,Total,,mg/l,U,Final,,Actual,,,,,,,,,,,,,2540-D,APHA,Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,,,,Lower Quantitation Limit,10,mg/l,,STORET,21,"8/24/2011, 5/4/2011, 10/26/2011, 2/23/2011, 11/5/2009, 10/22/2013, 5/8/2013, 5/30/2012, 3/14/2012, 10/24/2012, 4/10/2014, 9/16/2010, 3/16/2010, 11/5/2014, 6/23/2010, 9/10/2014, 6/11/2014, 5/27/2015, 2/10/2015, 12/9/2015, 8/25/2015",51301010601,"KY,TN",59792.89502,128662836.2
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000756,BUFFALO CREEK,River/Stream,,6010207,,,,,36.156946,-84.083369,,,,GPS-Unspecified,NAD83,,,,,,,US,47,1,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00007146006F,Field Msr/Obs,Water,,8/15/2013,10:14:00,EDT,,,,,,,,,,,TNPR0080,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,pH,,7.89,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET,5,"8/5/2013, 8/26/2013, 7/30/2013, 8/8/2013, 8/15/2013",60102070402,TN,83986.02775,170357367.1
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000759,BUFFALO CREEK,River/Stream,,6010207,,,,,36.1601,-84.0801,,,,GPS-Unspecified,NAD83,,,,,,,US,47,1,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00004437003R,Sample-Routine,Water,,12/29/2010,11:34:00,EST,,,,,,,,,,,TNPR0080,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,Not Detected,Total suspended solids,Total,,mg/l,U,Final,,Actual,,,,,,,,,,,,,2540-D,APHA,Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,,12/29/2010,,Lower Quantitation Limit,10,mg/l,,STORET,5,"4/1/2010, 11/1/2010, 11/29/2010, 12/29/2010, 9/30/2010",60102070402,TN,83986.02775,170357367.1
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000767,BUFFALO CREEK,River/Stream,,5130104,,,,,36.39281,-84.40941,,,,GPS-Unspecified,NAD83,,,,,,,US,47,151,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00008077008M,Sample-Routine,Water,,9/17/2014,13:10:00,EST,,,,,,,,,,,TNPR0051,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,Not Detected,Mercury,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,245.1,USEPA,Mercury in Water by CVAA,https://www.nemi.gov/methods/method_summary/4821/,,,,Lower Quantitation Limit,0.2,ug/l,,STORET,16,"5/22/2013, 8/10/2011, 11/2/2011, 3/16/2011, 5/18/2011, 6/14/2012, 11/15/2012, 3/22/2012, 5/6/2014, 11/12/2014, 9/17/2014, 6/18/2014, 8/19/2015, 3/10/2015, 11/18/2015, 5/20/2015",51301040304,TN,77421.74231,167963044.5
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000000771,BUFFALO CREEK,River/Stream,,6010207,,,,,36.1996,-84.0355,,,,GPS-Unspecified,NAD83,,,,,,,US,47,1,,,,,,,,,STORET,TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-K00004088003R,Sample-Routine,Water,,8/26/2010,11:14:00,EDT,,,,,,,,,,,TNPR0080,,,,,,TDECWRGRAB,TDECWRGRAB,WATER SAMPLE,Water Bottle,,Turbidity,Total,8,NTU,,Final,,Actual,,,,,,,,,,,,,180.1,USEPA,Turbidity by Nephelometry,https://www.nemi.gov/methods/method_summary/5217/,,8/27/2010,,Lower Quantitation Limit,0.02,NTU,,STORET,5,"6/30/2010, 8/26/2010, 7/26/2010, 4/29/2010, 5/26/2010",60102070402,TN,83986.02775,170357367.1
